labels,filepaths
Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit,Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit\44\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit,Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit\44\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit,Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit\45\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit,Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit\45\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit,Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit\46\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit,Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit\46\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit,Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit\47\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit,Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit\47\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit,Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit\48\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit,Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit\48\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit,Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit\49\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit,Acrocephalus scirpaceus_Eurasian Reed Warbler+Aegithalos caudatus_Long-tailed Tit\49\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\0\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\0\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\1\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\1\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\2\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\2\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\3\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\3\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\4\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\4\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\5\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\5\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\6\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\6\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\7\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\7\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\8\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\8\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\9\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\9\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\10\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\10\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\11\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\11\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\12\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\12\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\13\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\13\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\14\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\14\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\15\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\15\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\16\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\16\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\17\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\17\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\18\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\18\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\19\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\19\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\20\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\20\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\21\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\21\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\22\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\22\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\23\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\23\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\24\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\24\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\25\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\25\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\26\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\26\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\27\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\27\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\28\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\28\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\29\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\29\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\30\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\30\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\31\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\31\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\32\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\32\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\33\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\33\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\34\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\34\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\35\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\35\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\36\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\36\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\37\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\37\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\38\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\38\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\39\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\39\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\40\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\40\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\41\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\41\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\42\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\42\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\43\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\43\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\44\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\44\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\45\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\45\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\46\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\46\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\47\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\47\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\48\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\48\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\49\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow,Acrocephalus scirpaceus_Eurasian Reed Warbler+Amphispiza bilineata_Black-throated Sparrow\49\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\0\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\0\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\1\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\1\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\2\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\2\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\3\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\3\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\4\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\4\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\5\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\5\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\6\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\6\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\7\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\7\separation\1.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\8\separation\0.wav
Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak,Acrocephalus scirpaceus_Eurasian Reed Warbler+Saltator grossus_Slate-colored Grosbeak\8\separation\1.wav
